z,symbol,mass_number,mass_to_charge,energy_mev_per_nucleon,let_electronic_mev_cm2_mg,let_nuclear_mev_cm2_mg,let_total_mev_cm2_mg,electronic_source_sheet,nuclear_source_sheet
10,Ne,20.0,2.0,4.0,6.13,0.003962,6.1339619999999995,i_Si_e,i_Si_n
10,Ne,20.0,2.0,4.5,5.77,0.003573,5.773573,i_Si_e,i_Si_n
10,Ne,20.0,2.0,5.0,5.44,0.003258,5.443258,i_Si_e,i_Si_n
10,Ne,20.0,2.0,5.5,5.15,0.002996,5.152996000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,6.0,4.88,0.002774,4.8827739999999995,i_Si_e,i_Si_n
10,Ne,20.0,2.0,6.5,4.64,0.002585,4.6425849999999995,i_Si_e,i_Si_n
10,Ne,20.0,2.0,7.0,4.42,0.002421,4.422421,i_Si_e,i_Si_n
10,Ne,20.0,2.0,7.5,4.22,0.002278,4.222277999999999,i_Si_e,i_Si_n
10,Ne,20.0,2.0,8.0,4.04,0.002152,4.042152,i_Si_e,i_Si_n
10,Ne,20.0,2.0,8.5,3.87,0.002039,3.872039,i_Si_e,i_Si_n
10,Ne,20.0,2.0,9.0,3.72,0.001938,3.721938,i_Si_e,i_Si_n
10,Ne,20.0,2.0,10.0,3.44,0.001765,3.4417649999999997,i_Si_e,i_Si_n
10,Ne,20.0,2.0,11.25,3.15,0.00159,3.15159,i_Si_e,i_Si_n
10,Ne,20.0,2.0,12.5,2.91,0.001447,2.9114470000000003,i_Si_e,i_Si_n
10,Ne,20.0,2.0,13.75,2.7,0.001329,2.7013290000000003,i_Si_e,i_Si_n
10,Ne,20.0,2.0,15.0,2.52,0.00123,2.52123,i_Si_e,i_Si_n
10,Ne,20.0,2.0,16.25,2.36,0.001145,2.361145,i_Si_e,i_Si_n
10,Ne,20.0,2.0,17.5,2.22,0.001071,2.2210710000000002,i_Si_e,i_Si_n
10,Ne,20.0,2.0,18.75,2.1,0.001007,2.101007,i_Si_e,i_Si_n
10,Ne,20.0,2.0,20.0,2.0,0.0009506,2.0009506,i_Si_e,i_Si_n
10,Ne,20.0,2.0,22.5,1.82,0.0008552,1.8208552,i_Si_e,i_Si_n
10,Ne,20.0,2.0,25.0,1.67,0.0007779,1.6707779,i_Si_e,i_Si_n
10,Ne,20.0,2.0,27.5,1.56,0.000714,1.5607140000000002,i_Si_e,i_Si_n
10,Ne,20.0,2.0,30.0,1.47,0.0006602,1.4706602,i_Si_e,i_Si_n
10,Ne,20.0,2.0,32.5,1.38,0.0006142,1.3806142,i_Si_e,i_Si_n
10,Ne,20.0,2.0,35.0,1.3,0.0005745,1.3005745,i_Si_e,i_Si_n
10,Ne,20.0,2.0,40.0,1.17,0.0005092,1.1705092,i_Si_e,i_Si_n
10,Ne,20.0,2.0,45.0,1.07,0.0004578,1.0704578,i_Si_e,i_Si_n
10,Ne,20.0,2.0,50.0,0.982,0.0004161,0.9824161,i_Si_e,i_Si_n
10,Ne,20.0,2.0,55.0,0.912,0.0003817,0.9123817000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,60.0,0.852,0.0003527,0.8523527,i_Si_e,i_Si_n
10,Ne,20.0,2.0,65.0,0.801,0.000328,0.801328,i_Si_e,i_Si_n
10,Ne,20.0,2.0,70.0,0.757,0.0003066,0.7573066,i_Si_e,i_Si_n
10,Ne,20.0,2.0,75.0,0.718,0.000288,0.7182879999999999,i_Si_e,i_Si_n
10,Ne,20.0,2.0,80.0,0.684,0.0002716,0.6842716000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,85.0,0.653,0.000257,0.653257,i_Si_e,i_Si_n
10,Ne,20.0,2.0,90.0,0.626,0.000244,0.626244,i_Si_e,i_Si_n
10,Ne,20.0,2.0,100.0,0.579,0.0002216,0.5792216,i_Si_e,i_Si_n
10,Ne,20.0,2.0,112.5,0.531,0.000199,0.531199,i_Si_e,i_Si_n
10,Ne,20.0,2.0,125.0,0.492,0.0001808,0.4921808,i_Si_e,i_Si_n
10,Ne,20.0,2.0,137.5,0.46,0.0001657,0.4601657,i_Si_e,i_Si_n
10,Ne,20.0,2.0,150.0,0.433,0.000153,0.433153,i_Si_e,i_Si_n
10,Ne,20.0,2.0,162.5,0.41,0.0001422,0.41014219999999996,i_Si_e,i_Si_n
10,Ne,20.0,2.0,175.0,0.391,0.0001329,0.3911329,i_Si_e,i_Si_n
10,Ne,20.0,2.0,187.5,0.373,0.0001248,0.3731248,i_Si_e,i_Si_n
10,Ne,20.0,2.0,200.0,0.358,0.0001176,0.3581176,i_Si_e,i_Si_n
10,Ne,20.0,2.0,225.0,0.333,0.0001055,0.3331055,i_Si_e,i_Si_n
10,Ne,20.0,2.0,250.0,0.312,9.581e-05,0.31209581,i_Si_e,i_Si_n
10,Ne,20.0,2.0,275.0,0.295,8.778e-05,0.29508777999999997,i_Si_e,i_Si_n
10,Ne,20.0,2.0,300.0,0.281,8.103e-05,0.28108103,i_Si_e,i_Si_n
10,Ne,20.0,2.0,325.0,0.269,7.528e-05,0.26907528000000003,i_Si_e,i_Si_n
10,Ne,20.0,2.0,350.0,0.259,7.032e-05,0.25907032,i_Si_e,i_Si_n
10,Ne,20.0,2.0,400.0,0.242,6.218e-05,0.24206218,i_Si_e,i_Si_n
10,Ne,20.0,2.0,450.0,0.229,5.578e-05,0.22905578000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,500.0,0.219,5.061e-05,0.21905061,i_Si_e,i_Si_n
10,Ne,20.0,2.0,550.0,4.353412926261632e-05,4.635639249721047e-05,8.989052175982679e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,600.0,4.01802505259861e-05,4.278609743964876e-05,8.296634796563485e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,650.0,3.732363216315606e-05,3.974508047941883e-05,7.706871264257489e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,700.0,3.486020362108092e-05,3.712257931140591e-05,7.198278293248683e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,750.0,3.271317700709055e-05,3.483686683838588e-05,6.755004384547642e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,800.0,3.082463313292297e-05,3.282629714301922e-05,6.365093027594219e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,850.0,2.915004563577221e-05,3.104347800876874e-05,6.019352364454095e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,900.0,2.765461072261359e-05,2.945136492865531e-05,5.71059756512689e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1000.0,2.509620190655074e-05,2.672749820152877e-05,5.182370010807951e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1125.0,2.251529454864796e-05,2.39795947661614e-05,4.649488931480936e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1250.0,2.043233888359459e-05,2.176179533745057e-05,4.219413422104516e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1375.0,1.871458199234136e-05,1.993278652651298e-05,3.8647368518854346e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1500.0,1.727280654691089e-05,1.839759525330676e-05,3.567040180021765e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1625.0,1.604479488163754e-05,1.708998828420497e-05,3.3134783165842505e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1750.0,1.498580883519959e-05,1.596233893248553e-05,3.094814776768512e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1875.0,1.406283859810411e-05,1.49795053612917e-05,2.904234395939581e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,2000.0,1.325098569607319e-05,1.411498044087578e-05,2.736596613694897e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,2250.0,1.188824695935889e-05,1.266379324216492e-05,2.455204020152381e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.041666666666666664,4.25,0.2289,4.4789,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.04583333333333334,4.58,0.2139,4.7939,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.049999999999999996,4.88,0.201,5.0809999999999995,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.05416666666666667,5.18,0.1897,5.3697,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.05833333333333333,5.45,0.1797,5.629700000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.0625,5.72,0.1708,5.8908,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.06666666666666667,5.96,0.1629,6.1229,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.07083333333333333,6.2,0.1558,6.3558,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.075,6.42,0.1493,6.5693,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.08333333333333333,6.84,0.1379,6.9779,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.09375,7.3,0.1262,7.4262,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.10416666666666667,7.71,0.1164,7.8264,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.11458333333333333,8.07,0.1082,8.1782,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.125,8.39,0.1012,8.491200000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.13541666666666666,8.67,0.09509,8.76509,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.14583333333333334,8.92,0.08975,9.00975,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.15625,9.15,0.08503,9.23503,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.16666666666666666,9.36,0.08082,9.440819999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.1875,9.71,0.07364,9.78364,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.20833333333333334,10.0,0.06772,10.06772,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.22916666666666666,10.2,0.06275,10.262749999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.25,10.4,0.05852,10.45852,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.2708333333333333,10.6,0.05486,10.65486,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.2916666666666667,10.7,0.05167,10.751669999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.3333333333333333,11.0,0.04636,11.04636,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.375,11.1,0.0421,11.1421,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.4166666666666667,11.2,0.03862,11.23862,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.4583333333333333,11.3,0.0357,11.335700000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.5,11.4,0.03322,11.43322,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.5416666666666666,11.4,0.03109,11.431090000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.5833333333333334,11.5,0.02923,11.52923,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.625,11.5,0.0276,11.5276,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.6666666666666666,11.5,0.02615,11.52615,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.7083333333333334,11.5,0.02486,11.52486,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.75,11.5,0.02369,11.52369,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.8333333333333334,11.5,0.02168,11.52168,i_Si_e,i_Si_n
12,Mg,24.0,2.0,0.9375,11.4,0.01963,11.41963,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.0416666666666667,11.3,0.01796,11.317960000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.1458333333333333,11.3,0.01656,11.31656,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.25,11.2,0.01538,11.21538,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.3541666666666667,11.1,0.01437,11.11437,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.4583333333333333,11.0,0.01348,11.01348,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.5625,10.8,0.01271,10.812710000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.6666666666666667,10.7,0.01203,10.712029999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1.875,10.5,0.01087,10.51087,i_Si_e,i_Si_n
12,Mg,24.0,2.0,2.0833333333333335,10.3,0.009926,10.309926,i_Si_e,i_Si_n
12,Mg,24.0,2.0,2.2916666666666665,9.96,0.009142,9.969142000000002,i_Si_e,i_Si_n
12,Mg,24.0,2.0,2.5,9.65,0.008479,9.658479,i_Si_e,i_Si_n
12,Mg,24.0,2.0,2.7083333333333335,9.38,0.007911,9.387911,i_Si_e,i_Si_n
12,Mg,24.0,2.0,2.9166666666666665,9.13,0.007418,9.137418,i_Si_e,i_Si_n
12,Mg,24.0,2.0,3.3333333333333335,8.65,0.006605,8.656605,i_Si_e,i_Si_n
12,Mg,24.0,2.0,3.75,8.21,0.00596,8.21596,i_Si_e,i_Si_n
12,Mg,24.0,2.0,4.166666666666667,7.81,0.005436,7.815436,i_Si_e,i_Si_n
12,Mg,24.0,2.0,4.583333333333333,7.45,0.005,7.455,i_Si_e,i_Si_n
12,Mg,24.0,2.0,5.0,7.11,0.004633,7.114633,i_Si_e,i_Si_n
12,Mg,24.0,2.0,5.416666666666667,6.81,0.004319,6.814318999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,5.833333333333333,6.52,0.004046,6.524045999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,6.25,6.26,0.003808,6.263808,i_Si_e,i_Si_n
12,Mg,24.0,2.0,6.666666666666667,6.03,0.003597,6.033597,i_Si_e,i_Si_n
12,Mg,24.0,2.0,7.083333333333333,5.8,0.00341,5.8034099999999995,i_Si_e,i_Si_n
12,Mg,24.0,2.0,7.5,5.6,0.003242,5.603242,i_Si_e,i_Si_n
12,Mg,24.0,2.0,8.333333333333334,5.23,0.002953,5.232953,i_Si_e,i_Si_n
12,Mg,24.0,2.0,9.375,4.85,0.002661,4.8526609999999994,i_Si_e,i_Si_n
12,Mg,24.0,2.0,10.416666666666666,4.51,0.002423,4.512423,i_Si_e,i_Si_n
12,Mg,24.0,2.0,11.458333333333334,4.23,0.002227,4.232227000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,12.5,3.98,0.002061,3.982061,i_Si_e,i_Si_n
12,Mg,24.0,2.0,13.541666666666666,3.77,0.001919,3.771919,i_Si_e,i_Si_n
12,Mg,24.0,2.0,14.583333333333334,3.58,0.001796,3.581796,i_Si_e,i_Si_n
12,Mg,24.0,2.0,15.625,3.41,0.001689,3.411689,i_Si_e,i_Si_n
12,Mg,24.0,2.0,16.666666666666668,3.26,0.001594,3.2615939999999997,i_Si_e,i_Si_n
12,Mg,24.0,2.0,18.75,2.99,0.001435,2.991435,i_Si_e,i_Si_n
12,Mg,24.0,2.0,20.833333333333332,2.77,0.001306,2.771306,i_Si_e,i_Si_n
12,Mg,24.0,2.0,22.916666666666668,2.58,0.001199,2.5811990000000002,i_Si_e,i_Si_n
12,Mg,24.0,2.0,25.0,2.42,0.001109,2.421109,i_Si_e,i_Si_n
12,Mg,24.0,2.0,27.083333333333332,2.27,0.001032,2.271032,i_Si_e,i_Si_n
12,Mg,24.0,2.0,29.166666666666668,2.14,0.0009652,2.1409652,i_Si_e,i_Si_n
12,Mg,24.0,2.0,33.333333333333336,1.93,0.0008559,1.9308558999999998,i_Si_e,i_Si_n
12,Mg,24.0,2.0,37.5,1.76,0.0007696,1.7607696,i_Si_e,i_Si_n
12,Mg,24.0,2.0,41.666666666666664,1.62,0.0006998,1.6206998000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,45.833333333333336,1.5,0.000642,1.500642,i_Si_e,i_Si_n
12,Mg,24.0,2.0,50.0,1.41,0.0005934,1.4105934,i_Si_e,i_Si_n
12,Mg,24.0,2.0,54.166666666666664,1.32,0.000552,1.3205520000000002,i_Si_e,i_Si_n
12,Mg,24.0,2.0,58.333333333333336,1.25,0.0005161,1.2505161,i_Si_e,i_Si_n
12,Mg,24.0,2.0,62.5,1.18,0.0004848,1.1804848,i_Si_e,i_Si_n
12,Mg,24.0,2.0,66.66666666666667,1.13,0.0004572,1.1304572,i_Si_e,i_Si_n
12,Mg,24.0,2.0,70.83333333333333,1.07,0.0004328,1.0704328,i_Si_e,i_Si_n
12,Mg,24.0,2.0,75.0,1.03,0.0004109,1.0304109000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,83.33333333333333,0.95,0.0003733,0.9503733,i_Si_e,i_Si_n
12,Mg,24.0,2.0,93.75,0.87,0.0003354,0.8703354,i_Si_e,i_Si_n
12,Mg,24.0,2.0,104.16666666666667,0.805,0.0003047,0.8053047000000001,i_Si_e,i_Si_n
12,Mg,24.0,2.0,114.58333333333333,0.751,0.0002793,0.7512793,i_Si_e,i_Si_n
12,Mg,24.0,2.0,125.0,0.706,0.000258,0.7062579999999999,i_Si_e,i_Si_n
12,Mg,24.0,2.0,135.41666666666666,0.667,0.0002398,0.6672398,i_Si_e,i_Si_n
12,Mg,24.0,2.0,145.83333333333334,0.634,0.0002241,0.6342241,i_Si_e,i_Si_n
12,Mg,24.0,2.0,156.25,0.604,0.0002104,0.6042104,i_Si_e,i_Si_n
12,Mg,24.0,2.0,166.66666666666666,0.579,0.0001984,0.5791984,i_Si_e,i_Si_n
12,Mg,24.0,2.0,187.5,0.535,0.0001781,0.5351781,i_Si_e,i_Si_n
12,Mg,24.0,2.0,208.33333333333334,0.5,0.0001617,0.5001617,i_Si_e,i_Si_n
12,Mg,24.0,2.0,229.16666666666666,0.472,0.0001482,0.47214819999999996,i_Si_e,i_Si_n
12,Mg,24.0,2.0,250.0,0.448,0.0001368,0.4481368,i_Si_e,i_Si_n
12,Mg,24.0,2.0,270.8333333333333,0.427,0.0001271,0.4271271,i_Si_e,i_Si_n
12,Mg,24.0,2.0,291.6666666666667,0.409,0.0001188,0.40911879999999995,i_Si_e,i_Si_n
12,Mg,24.0,2.0,333.3333333333333,0.381,0.000105,0.381105,i_Si_e,i_Si_n
12,Mg,24.0,2.0,375.0,0.359,9.425e-05,0.35909425,i_Si_e,i_Si_n
12,Mg,24.0,2.0,416.6666666666667,0.341,8.553e-05,0.34108553,i_Si_e,i_Si_n
12,Mg,24.0,2.0,458.3333333333333,7.356812877901687e-05,7.835407673899491e-05,0.00015192220551801176,i_Si_e,i_Si_n
12,Mg,24.0,2.0,500.0,6.790870835464001e-05,7.232998804499893e-05,0.00014023869639963896,i_Si_e,i_Si_n
12,Mg,24.0,2.0,541.6666666666666,6.30878126010829e-05,6.719821602255845e-05,0.00013028602862364135,i_Si_e,i_Si_n
12,Mg,24.0,2.0,583.3333333333334,5.893002345782255e-05,6.277212108174794e-05,0.00012170214453957049,i_Si_e,i_Si_n
12,Mg,24.0,2.0,625.0,5.530589550792529e-05,5.891397117663866e-05,0.00011421986668456394,i_Si_e,i_Si_n
12,Mg,24.0,2.0,666.6666666666666,5.211778141369072e-05,5.551986375861678e-05,0.0001076376451723075,i_Si_e,i_Si_n
12,Mg,24.0,2.0,708.3333333333334,4.929060603094806e-05,5.250991143414088e-05,0.00010180051746508893,i_Si_e,i_Si_n
12,Mg,24.0,2.0,750.0,4.676568208616482e-05,4.982166293569131e-05,9.658734502185614e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,833.3333333333334,4.244552197808851e-05,4.522184700446965e-05,8.766736898255816e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,937.5,3.808669005022487e-05,4.058056821935942e-05,7.866725826958428e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1041.6666666666667,3.456828527852736e-05,3.683394208938906e-05,7.140222736791642e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1145.8333333333333,3.166634370614488e-05,3.37435931845163e-05,6.540993689066119e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1250.0,2.923032752209577e-05,3.114928786362309e-05,6.037961538571886e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1354.1666666666667,2.715524223126022e-05,2.893926338694222e-05,5.609450561820244e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1458.3333333333333,2.536558165060794e-05,2.703314243836339e-05,5.239872408897133e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1562.5,2.380562786081921e-05,2.537160999153799e-05,4.91772378523572e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1666.6666666666667,2.24333499687759e-05,2.390991987017024e-05,4.6343269838946136e-05,i_Si_e,i_Si_n
12,Mg,24.0,2.0,1875.0,2.012961573402394e-05,2.145595986636632e-05,4.158557560039026e-05,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.03571428571428571,4.96,0.3373,5.2973,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.03928571428571429,5.33,0.3158,5.6458,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.04285714285714286,5.68,0.2972,5.9772,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.04642857142857143,6.0,0.2809,6.2809,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.049999999999999996,6.31,0.2665,6.576499999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.05357142857142857,6.6,0.2536,6.853599999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.05714285714285715,6.88,0.2421,7.1221,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.060714285714285714,7.13,0.2317,7.3617,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.0642857142857143,7.37,0.2223,7.5923,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.07142857142857142,7.81,0.2057,8.015699999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.08035714285714286,8.29,0.1885,8.478499999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.08928571428571429,8.71,0.1742,8.884200000000002,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.09821428571428571,9.07,0.1621,9.2321,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.10714285714285714,9.4,0.1518,9.5518,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.11607142857142858,9.68,0.1428,9.822799999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.125,9.94,0.1349,10.0749,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.13392857142857142,10.2,0.1279,10.3279,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.14285714285714285,10.4,0.1216,10.521600000000001,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.16071428571428573,10.8,0.111,10.911000000000001,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.17857142857142858,11.1,0.1022,11.2022,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.19642857142857142,11.4,0.09477,11.49477,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.21428571428571427,11.6,0.08845,11.68845,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.23214285714285715,11.9,0.08299,11.982990000000001,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.25,12.1,0.07821,12.17821,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.2857142857142857,12.4,0.07025,12.47025,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.32142857142857145,12.7,0.06387,12.763869999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.35714285714285715,12.9,0.05864,12.95864,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.39285714285714285,13.1,0.05425,13.15425,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.42857142857142855,13.3,0.05052,13.350520000000001,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.4642857142857143,13.4,0.0473,13.4473,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.5,13.5,0.0445,13.5445,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.5357142857142857,13.6,0.04203,13.64203,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.5714285714285714,13.7,0.03985,13.739849999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.6071428571428571,13.8,0.03789,13.837890000000002,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.6428571428571429,13.8,0.03613,13.83613,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.7142857142857143,13.9,0.03309,13.93309,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.8035714285714286,14.0,0.02998,14.02998,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.8928571428571429,14.0,0.02744,14.02744,i_Si_e,i_Si_n
14,Si,28.0,2.0,0.9821428571428571,14.0,0.02533,14.02533,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.0714285714285714,14.0,0.02353,14.02353,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.1607142857142858,13.9,0.02199,13.921990000000001,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.25,13.8,0.02065,13.82065,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.3392857142857142,13.7,0.01947,13.71947,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.4285714285714286,13.7,0.01843,13.71843,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.6071428571428572,13.5,0.01667,13.51667,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.7857142857142858,13.2,0.01523,13.21523,i_Si_e,i_Si_n
14,Si,28.0,2.0,1.9642857142857142,13.0,0.01403,13.01403,i_Si_e,i_Si_n
14,Si,28.0,2.0,2.142857142857143,12.8,0.01302,12.81302,i_Si_e,i_Si_n
14,Si,28.0,2.0,2.3214285714285716,12.5,0.01215,12.51215,i_Si_e,i_Si_n
14,Si,28.0,2.0,2.5,12.1,0.0114,12.1114,i_Si_e,i_Si_n
14,Si,28.0,2.0,2.857142857142857,11.6,0.01015,11.610149999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,3.2142857142857144,11.1,0.009167,11.109167,i_Si_e,i_Si_n
14,Si,28.0,2.0,3.5714285714285716,10.6,0.008364,10.608364,i_Si_e,i_Si_n
14,Si,28.0,2.0,3.9285714285714284,10.2,0.007698,10.207697999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,4.285714285714286,9.82,0.007135,9.827135,i_Si_e,i_Si_n
14,Si,28.0,2.0,4.642857142857143,9.45,0.006652,9.456652,i_Si_e,i_Si_n
14,Si,28.0,2.0,5.0,9.11,0.006234,9.116233999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,5.357142857142857,8.79,0.005868,8.795867999999999,i_Si_e,i_Si_n
14,Si,28.0,2.0,5.714285714285714,8.5,0.005545,8.505545,i_Si_e,i_Si_n
14,Si,28.0,2.0,6.071428571428571,8.22,0.005258,8.225258,i_Si_e,i_Si_n
14,Si,28.0,2.0,6.428571428571429,7.96,0.005,7.965,i_Si_e,i_Si_n
14,Si,28.0,2.0,7.142857142857143,7.5,0.004557,7.504557,i_Si_e,i_Si_n
14,Si,28.0,2.0,8.035714285714286,7.0,0.004107,7.004107,i_Si_e,i_Si_n
14,Si,28.0,2.0,8.928571428571429,6.56,0.003742,6.5637419999999995,i_Si_e,i_Si_n
14,Si,28.0,2.0,9.821428571428571,6.18,0.003439,6.183439,i_Si_e,i_Si_n
14,Si,28.0,2.0,10.714285714285714,5.85,0.003184,5.853184,i_Si_e,i_Si_n
14,Si,28.0,2.0,11.607142857142858,5.55,0.002965,5.5529649999999995,i_Si_e,i_Si_n
14,Si,28.0,2.0,12.5,5.29,0.002776,5.292776,i_Si_e,i_Si_n
14,Si,28.0,2.0,13.392857142857142,5.05,0.002611,5.052611,i_Si_e,i_Si_n
14,Si,28.0,2.0,14.285714285714286,4.84,0.002465,4.842465,i_Si_e,i_Si_n
