z,symbol,mass_number,mass_to_charge,energy_mev_per_nucleon,let_electronic_mev_cm2_mg,let_nuclear_mev_cm2_mg,let_total_mev_cm2_mg,electronic_source_sheet,nuclear_source_sheet
7,N,14.0,2.0,0.32142857142857145,6.03,0.01709,6.04709,i_Si_e,i_Si_n
7,N,14.0,2.0,0.35714285714285715,6.02,0.01566,6.035659999999999,i_Si_e,i_Si_n
7,N,14.0,2.0,0.39285714285714285,6.0,0.01448,6.01448,i_Si_e,i_Si_n
7,N,14.0,2.0,0.42857142857142855,5.98,0.01347,5.99347,i_Si_e,i_Si_n
7,N,14.0,2.0,0.4642857142857143,5.95,0.0126,5.9626,i_Si_e,i_Si_n
7,N,14.0,2.0,0.5,5.93,0.01184,5.94184,i_Si_e,i_Si_n
7,N,14.0,2.0,0.5714285714285714,5.87,0.01059,5.88059,i_Si_e,i_Si_n
7,N,14.0,2.0,0.6428571428571429,5.82,0.009592,5.829592,i_Si_e,i_Si_n
7,N,14.0,2.0,0.7142857142857143,5.76,0.008776,5.768776,i_Si_e,i_Si_n
7,N,14.0,2.0,0.7857142857142857,5.7,0.008096,5.708096,i_Si_e,i_Si_n
7,N,14.0,2.0,0.8571428571428571,5.64,0.00752,5.64752,i_Si_e,i_Si_n
7,N,14.0,2.0,0.9285714285714286,5.58,0.007025,5.587025,i_Si_e,i_Si_n
7,N,14.0,2.0,1.0,5.52,0.006595,5.5265949999999995,i_Si_e,i_Si_n
7,N,14.0,2.0,1.0714285714285714,5.46,0.006218,5.466218,i_Si_e,i_Si_n
7,N,14.0,2.0,1.1428571428571428,5.39,0.005884,5.395884,i_Si_e,i_Si_n
7,N,14.0,2.0,1.2142857142857142,5.33,0.005586,5.335586,i_Si_e,i_Si_n
7,N,14.0,2.0,1.2857142857142858,5.27,0.005319,5.275319,i_Si_e,i_Si_n
7,N,14.0,2.0,1.4285714285714286,5.15,0.004858,5.154858,i_Si_e,i_Si_n
7,N,14.0,2.0,1.6071428571428572,5.0,0.00439,5.00439,i_Si_e,i_Si_n
7,N,14.0,2.0,1.7857142857142858,4.85,0.004008,4.854007999999999,i_Si_e,i_Si_n
7,N,14.0,2.0,1.9642857142857142,4.71,0.00369,4.71369,i_Si_e,i_Si_n
7,N,14.0,2.0,2.142857142857143,4.57,0.003422,4.573422,i_Si_e,i_Si_n
7,N,14.0,2.0,2.3214285714285716,4.41,0.003192,4.4131920000000004,i_Si_e,i_Si_n
7,N,14.0,2.0,2.5,4.25,0.002993,4.252993,i_Si_e,i_Si_n
7,N,14.0,2.0,2.6785714285714284,4.12,0.002818,4.1228180000000005,i_Si_e,i_Si_n
7,N,14.0,2.0,2.857142857142857,3.99,0.002664,3.9926640000000004,i_Si_e,i_Si_n
7,N,14.0,2.0,3.2142857142857144,3.75,0.002403,3.752403,i_Si_e,i_Si_n
7,N,14.0,2.0,3.5714285714285716,3.54,0.002192,3.542192,i_Si_e,i_Si_n
7,N,14.0,2.0,3.9285714285714284,3.35,0.002016,3.352016,i_Si_e,i_Si_n
7,N,14.0,2.0,4.285714285714286,3.17,0.001867,3.1718669999999998,i_Si_e,i_Si_n
7,N,14.0,2.0,4.642857142857143,3.01,0.00174,3.0117399999999996,i_Si_e,i_Si_n
7,N,14.0,2.0,5.0,2.87,0.00163,2.87163,i_Si_e,i_Si_n
7,N,14.0,2.0,5.714285714285714,2.62,0.001449,2.621449,i_Si_e,i_Si_n
7,N,14.0,2.0,6.428571428571429,2.41,0.001306,2.411306,i_Si_e,i_Si_n
7,N,14.0,2.0,7.142857142857143,2.23,0.001189,2.231189,i_Si_e,i_Si_n
7,N,14.0,2.0,7.857142857142857,2.08,0.001093,2.081093,i_Si_e,i_Si_n
7,N,14.0,2.0,8.571428571428571,1.94,0.001012,1.941012,i_Si_e,i_Si_n
7,N,14.0,2.0,9.285714285714286,1.83,0.0009421,1.8309421000000001,i_Si_e,i_Si_n
7,N,14.0,2.0,10.0,1.73,0.0008819,1.7308819,i_Si_e,i_Si_n
7,N,14.0,2.0,10.714285714285714,1.64,0.0008293,1.6408292999999998,i_Si_e,i_Si_n
7,N,14.0,2.0,11.428571428571429,1.56,0.0007829,1.5607829,i_Si_e,i_Si_n
7,N,14.0,2.0,12.142857142857142,1.48,0.0007417,1.4807417,i_Si_e,i_Si_n
7,N,14.0,2.0,12.857142857142858,1.42,0.0007048,1.4207048,i_Si_e,i_Si_n
7,N,14.0,2.0,14.285714285714286,1.31,0.0006414,1.3106414,i_Si_e,i_Si_n
7,N,14.0,2.0,16.071428571428573,1.19,0.0005772,1.1905772,i_Si_e,i_Si_n
7,N,14.0,2.0,17.857142857142858,1.1,0.0005251,1.1005251,i_Si_e,i_Si_n
7,N,14.0,2.0,19.642857142857142,1.02,0.000482,1.0204820000000001,i_Si_e,i_Si_n
7,N,14.0,2.0,21.428571428571427,0.949,0.0004458,0.9494458,i_Si_e,i_Si_n
7,N,14.0,2.0,23.214285714285715,0.89,0.0004148,0.8904148000000001,i_Si_e,i_Si_n
7,N,14.0,2.0,25.0,0.839,0.000388,0.839388,i_Si_e,i_Si_n
7,N,14.0,2.0,26.785714285714285,0.795,0.0003646,0.7953646000000001,i_Si_e,i_Si_n
7,N,14.0,2.0,28.571428571428573,0.755,0.000344,0.755344,i_Si_e,i_Si_n
7,N,14.0,2.0,32.142857142857146,0.687,0.0003093,0.6873093,i_Si_e,i_Si_n
7,N,14.0,2.0,35.714285714285715,0.632,0.0002812,0.6322812,i_Si_e,i_Si_n
7,N,14.0,2.0,39.285714285714285,0.586,0.000258,0.586258,i_Si_e,i_Si_n
7,N,14.0,2.0,42.857142857142854,0.547,0.0002384,0.5472384,i_Si_e,i_Si_n
7,N,14.0,2.0,46.42857142857143,0.514,0.0002217,0.5142217,i_Si_e,i_Si_n
7,N,14.0,2.0,50.0,0.485,0.0002073,0.4852073,i_Si_e,i_Si_n
7,N,14.0,2.0,57.142857142857146,0.437,0.0001836,0.4371836,i_Si_e,i_Si_n
7,N,14.0,2.0,64.28571428571429,0.399,0.000165,0.39916500000000005,i_Si_e,i_Si_n
7,N,14.0,2.0,71.42857142857143,0.368,0.0001499,0.3681499,i_Si_e,i_Si_n
7,N,14.0,2.0,78.57142857142857,0.342,0.0001374,0.34213740000000004,i_Si_e,i_Si_n
7,N,14.0,2.0,85.71428571428571,0.32,0.000127,0.320127,i_Si_e,i_Si_n
7,N,14.0,2.0,92.85714285714286,0.301,0.000118,0.301118,i_Si_e,i_Si_n
7,N,14.0,2.0,100.0,0.285,0.0001103,0.2851103,i_Si_e,i_Si_n
7,N,14.0,2.0,107.14285714285714,0.271,0.0001036,0.2711036,i_Si_e,i_Si_n
7,N,14.0,2.0,114.28571428571429,0.259,9.764e-05,0.25909764,i_Si_e,i_Si_n
7,N,14.0,2.0,121.42857142857143,0.248,9.237e-05,0.24809237,i_Si_e,i_Si_n
7,N,14.0,2.0,128.57142857142858,0.238,8.767e-05,0.23808767,i_Si_e,i_Si_n
7,N,14.0,2.0,142.85714285714286,0.221,7.961e-05,0.22107961,i_Si_e,i_Si_n
7,N,14.0,2.0,160.71428571428572,0.204,7.146e-05,0.20407145999999998,i_Si_e,i_Si_n
7,N,14.0,2.0,178.57142857142858,0.19,6.488e-05,0.19006488,i_Si_e,i_Si_n
7,N,14.0,2.0,196.42857142857142,0.178,5.945e-05,0.17805944999999998,i_Si_e,i_Si_n
7,N,14.0,2.0,214.28571428571428,0.169,5.488e-05,0.16905488000000002,i_Si_e,i_Si_n
7,N,14.0,2.0,232.14285714285714,0.161,5.099e-05,0.16105099,i_Si_e,i_Si_n
7,N,14.0,2.0,250.0,0.154,4.763e-05,0.15404763,i_Si_e,i_Si_n
7,N,14.0,2.0,267.85714285714283,0.148,4.471e-05,0.14804471,i_Si_e,i_Si_n
7,N,14.0,2.0,285.7142857142857,0.142,4.213e-05,0.14204213,i_Si_e,i_Si_n
7,N,14.0,2.0,321.42857142857144,0.133,3.78e-05,0.1330378,i_Si_e,i_Si_n
7,N,14.0,2.0,357.14285714285717,0.126,3.43e-05,0.1260343,i_Si_e,i_Si_n
7,N,14.0,2.0,392.85714285714283,0.12,3.141e-05,0.12003140999999999,i_Si_e,i_Si_n
7,N,14.0,2.0,428.57142857142856,0.116,2.899e-05,0.11602899000000001,i_Si_e,i_Si_n
7,N,14.0,2.0,464.2857142857143,0.111,2.693e-05,0.11102693,i_Si_e,i_Si_n
7,N,14.0,2.0,500.0,0.108,2.514e-05,0.10802514,i_Si_e,i_Si_n
7,N,14.0,2.0,571.4285714285714,0.102,2.223e-05,0.10202222999999999,i_Si_e,i_Si_n
7,N,14.0,2.0,642.8571428571429,0.0982,1.993e-05,0.09821993,i_Si_e,i_Si_n
7,N,14.0,2.0,714.2857142857143,0.0949,1.808e-05,0.09491808,i_Si_e,i_Si_n
7,N,14.0,2.0,785.7142857142857,1.554785532283474e-05,1.655588063876758e-05,3.210373596160232e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,857.1428571428571,1.434614706874499e-05,1.527693732501839e-05,2.962308439376338e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,928.5714285714286,1.332287640090167e-05,1.418785364744296e-05,2.7510730048344632e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1000.0,1.244066298292889e-05,1.324886265606218e-05,2.568952563899107e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1071.4285714285713,1.167193265175803e-05,1.243062850291419e-05,2.410256115467222e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1142.857142857143,1.099589159860886e-05,1.171102807080417e-05,2.2706919669413028e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1214.2857142857142,1.03965575902763e-05,1.10730568303212e-05,2.14696144205975e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1285.7142857142858,9.861440659517521e-06,1.050342547287649e-05,2.0364866132394013e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1428.5714285714287,8.946186426919336e-06,9.52909842059534e-06,1.8475284847514677e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1607.142857142857,8.023204465675828e-06,8.546489213355236e-06,1.6569693679031063e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1785.7142857142858,7.278559529935794e-06,7.75369302851967e-06,1.5032252558455463e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,1964.2857142857142,6.664663753243898e-06,7.100067272666796e-06,1.3764731025910694e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,2142.8571428571427,6.149545669321212e-06,6.551586417816746e-06,1.2701132087137959e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,2321.4285714285716,5.7109157240247e-06,6.084527760831612e-06,1.1795443484856313e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,2500.0,5.33275065448272e-06,5.681837058192691e-06,1.1014587712675411e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,2678.5714285714284,5.003230661673864e-06,5.33093349353781e-06,1.0334164155211674e-05,i_Si_e,i_Si_n
7,N,14.0,2.0,2857.1428571428573,4.71344237839785e-06,5.022329464015066e-06,9.735771842412916e-06,i_Si_e,i_Si_n
7,N,14.0,2.0,3214.285714285714,4.227154469448025e-06,4.504443410653666e-06,8.731597880101691e-06,i_Si_e,i_Si_n
8,O,16.0,2.0,0.0625,4.61,0.08022,4.69022,i_Si_e,i_Si_n
8,O,16.0,2.0,0.06875,4.87,0.07468,4.94468,i_Si_e,i_Si_n
8,O,16.0,2.0,0.075,5.1,0.06992,5.169919999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,0.08125,5.32,0.06579,5.38579,i_Si_e,i_Si_n
8,O,16.0,2.0,0.0875,5.51,0.06216,5.57216,i_Si_e,i_Si_n
8,O,16.0,2.0,0.09375,5.69,0.05895,5.748950000000001,i_Si_e,i_Si_n
8,O,16.0,2.0,0.1,5.85,0.05608,5.906079999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,0.10625,5.99,0.05351,6.04351,i_Si_e,i_Si_n
8,O,16.0,2.0,0.1125,6.12,0.05118,6.17118,i_Si_e,i_Si_n
8,O,16.0,2.0,0.125,6.34,0.04713,6.38713,i_Si_e,i_Si_n
8,O,16.0,2.0,0.140625,6.56,0.04296,6.6029599999999995,i_Si_e,i_Si_n
8,O,16.0,2.0,0.15625,6.73,0.03952,6.76952,i_Si_e,i_Si_n
8,O,16.0,2.0,0.171875,6.85,0.03663,6.886629999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,0.1875,6.95,0.03417,6.98417,i_Si_e,i_Si_n
8,O,16.0,2.0,0.203125,7.02,0.03204,7.05204,i_Si_e,i_Si_n
8,O,16.0,2.0,0.21875,7.07,0.03019,7.1001900000000004,i_Si_e,i_Si_n
8,O,16.0,2.0,0.234375,7.11,0.02855,7.13855,i_Si_e,i_Si_n
8,O,16.0,2.0,0.25,7.14,0.02709,7.16709,i_Si_e,i_Si_n
8,O,16.0,2.0,0.28125,7.16,0.02461,7.18461,i_Si_e,i_Si_n
8,O,16.0,2.0,0.3125,7.17,0.02258,7.1925799999999995,i_Si_e,i_Si_n
8,O,16.0,2.0,0.34375,7.15,0.02088,7.17088,i_Si_e,i_Si_n
8,O,16.0,2.0,0.375,7.13,0.01944,7.14944,i_Si_e,i_Si_n
8,O,16.0,2.0,0.40625,7.1,0.01819,7.118189999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,0.4375,7.07,0.01711,7.08711,i_Si_e,i_Si_n
8,O,16.0,2.0,0.5,7.0,0.01531,7.01531,i_Si_e,i_Si_n
8,O,16.0,2.0,0.5625,6.93,0.01387,6.9438699999999995,i_Si_e,i_Si_n
8,O,16.0,2.0,0.625,6.86,0.0127,6.8727,i_Si_e,i_Si_n
8,O,16.0,2.0,0.6875,6.79,0.01172,6.80172,i_Si_e,i_Si_n
8,O,16.0,2.0,0.75,6.72,0.01089,6.73089,i_Si_e,i_Si_n
8,O,16.0,2.0,0.8125,6.66,0.01018,6.67018,i_Si_e,i_Si_n
8,O,16.0,2.0,0.875,6.59,0.009558,6.599558,i_Si_e,i_Si_n
8,O,16.0,2.0,0.9375,6.53,0.009014,6.539014,i_Si_e,i_Si_n
8,O,16.0,2.0,1.0,6.47,0.008533,6.478533,i_Si_e,i_Si_n
8,O,16.0,2.0,1.0625,6.41,0.008103,6.418103,i_Si_e,i_Si_n
8,O,16.0,2.0,1.125,6.35,0.007717,6.357717,i_Si_e,i_Si_n
8,O,16.0,2.0,1.25,6.23,0.007052,6.237052,i_Si_e,i_Si_n
8,O,16.0,2.0,1.40625,6.09,0.006375,6.096375,i_Si_e,i_Si_n
8,O,16.0,2.0,1.5625,5.96,0.005822,5.965822,i_Si_e,i_Si_n
8,O,16.0,2.0,1.71875,5.83,0.005363,5.835363,i_Si_e,i_Si_n
8,O,16.0,2.0,1.875,5.7,0.004975,5.704975,i_Si_e,i_Si_n
8,O,16.0,2.0,2.03125,5.57,0.004642,5.574642,i_Si_e,i_Si_n
8,O,16.0,2.0,2.1875,5.44,0.004353,5.444353,i_Si_e,i_Si_n
8,O,16.0,2.0,2.34375,5.28,0.0041,5.2841000000000005,i_Si_e,i_Si_n
8,O,16.0,2.0,2.5,5.14,0.003876,5.143876,i_Si_e,i_Si_n
8,O,16.0,2.0,2.8125,4.89,0.003499,4.893498999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,3.125,4.66,0.003191,4.663191,i_Si_e,i_Si_n
8,O,16.0,2.0,3.4375,4.45,0.002936,4.452936,i_Si_e,i_Si_n
8,O,16.0,2.0,3.75,4.25,0.002721,4.252721,i_Si_e,i_Si_n
8,O,16.0,2.0,4.0625,4.07,0.002536,4.072536,i_Si_e,i_Si_n
8,O,16.0,2.0,4.375,3.9,0.002376,3.902376,i_Si_e,i_Si_n
8,O,16.0,2.0,5.0,3.6,0.002113,3.602113,i_Si_e,i_Si_n
8,O,16.0,2.0,5.625,3.33,0.001905,3.331905,i_Si_e,i_Si_n
8,O,16.0,2.0,6.25,3.11,0.001735,3.111735,i_Si_e,i_Si_n
8,O,16.0,2.0,6.875,2.91,0.001595,2.911595,i_Si_e,i_Si_n
8,O,16.0,2.0,7.5,2.74,0.001477,2.741477,i_Si_e,i_Si_n
8,O,16.0,2.0,8.125,2.58,0.001376,2.581376,i_Si_e,i_Si_n
8,O,16.0,2.0,8.75,2.45,0.001288,2.4512880000000004,i_Si_e,i_Si_n
8,O,16.0,2.0,9.375,2.33,0.001211,2.331211,i_Si_e,i_Si_n
8,O,16.0,2.0,10.0,2.22,0.001144,2.2211440000000002,i_Si_e,i_Si_n
8,O,16.0,2.0,10.625,2.12,0.001084,2.121084,i_Si_e,i_Si_n
8,O,16.0,2.0,11.25,2.03,0.00103,2.03103,i_Si_e,i_Si_n
8,O,16.0,2.0,12.5,1.88,0.0009374,1.8809373999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,14.0625,1.72,0.0008438,1.7208438,i_Si_e,i_Si_n
8,O,16.0,2.0,15.625,1.59,0.0007679,1.5907679000000001,i_Si_e,i_Si_n
8,O,16.0,2.0,17.1875,1.48,0.000705,1.480705,i_Si_e,i_Si_n
8,O,16.0,2.0,18.75,1.39,0.0006521,1.3906520999999998,i_Si_e,i_Si_n
8,O,16.0,2.0,20.3125,1.31,0.0006069,1.3106069,i_Si_e,i_Si_n
8,O,16.0,2.0,21.875,1.24,0.0005678,1.2405678,i_Si_e,i_Si_n
8,O,16.0,2.0,23.4375,1.17,0.0005336,1.1705336,i_Si_e,i_Si_n
8,O,16.0,2.0,25.0,1.11,0.0005035,1.1105035,i_Si_e,i_Si_n
8,O,16.0,2.0,28.125,1.0,0.0004528,1.0004528,i_Si_e,i_Si_n
8,O,16.0,2.0,31.25,0.914,0.0004118,0.9144118,i_Si_e,i_Si_n
8,O,16.0,2.0,34.375,0.848,0.0003778,0.8483778,i_Si_e,i_Si_n
8,O,16.0,2.0,37.5,0.792,0.0003492,0.7923492000000001,i_Si_e,i_Si_n
8,O,16.0,2.0,40.625,0.743,0.0003248,0.7433248,i_Si_e,i_Si_n
8,O,16.0,2.0,43.75,0.701,0.0003038,0.7013037999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,50.0,0.632,0.0002691,0.6322691,i_Si_e,i_Si_n
8,O,16.0,2.0,56.25,0.576,0.0002418,0.5762417999999999,i_Si_e,i_Si_n
8,O,16.0,2.0,62.5,0.531,0.0002198,0.5312198,i_Si_e,i_Si_n
8,O,16.0,2.0,68.75,0.494,0.0002015,0.4942015,i_Si_e,i_Si_n
8,O,16.0,2.0,75.0,0.462,0.0001862,0.46218620000000005,i_Si_e,i_Si_n
8,O,16.0,2.0,81.25,0.435,0.0001731,0.4351731,i_Si_e,i_Si_n
8,O,16.0,2.0,87.5,0.411,0.0001618,0.41116179999999997,i_Si_e,i_Si_n
8,O,16.0,2.0,93.75,0.391,0.0001519,0.3911519,i_Si_e,i_Si_n
8,O,16.0,2.0,100.0,0.373,0.0001432,0.3731432,i_Si_e,i_Si_n
8,O,16.0,2.0,106.25,0.356,0.0001355,0.3561355,i_Si_e,i_Si_n
8,O,16.0,2.0,112.5,0.342,0.0001286,0.3421286,i_Si_e,i_Si_n
8,O,16.0,2.0,125.0,0.317,0.0001168,0.3171168,i_Si_e,i_Si_n
8,O,16.0,2.0,140.625,0.292,0.0001049,0.2921049,i_Si_e,i_Si_n
8,O,16.0,2.0,156.25,0.271,9.525e-05,0.27109525,i_Si_e,i_Si_n
8,O,16.0,2.0,171.875,0.255,8.728e-05,0.25508728,i_Si_e,i_Si_n
8,O,16.0,2.0,187.5,0.24,8.059e-05,0.24008058999999998,i_Si_e,i_Si_n
8,O,16.0,2.0,203.125,0.228,7.488e-05,0.22807488,i_Si_e,i_Si_n
8,O,16.0,2.0,218.75,0.218,6.996e-05,0.21806996,i_Si_e,i_Si_n
8,O,16.0,2.0,234.375,0.209,6.566e-05,0.20906566,i_Si_e,i_Si_n
8,O,16.0,2.0,250.0,0.201,6.188e-05,0.20106188,i_Si_e,i_Si_n
8,O,16.0,2.0,281.25,0.188,5.553e-05,0.18805553,i_Si_e,i_Si_n
8,O,16.0,2.0,312.5,0.177,5.04e-05,0.1770504,i_Si_e,i_Si_n
8,O,16.0,2.0,343.75,0.168,4.616e-05,0.16804616,i_Si_e,i_Si_n
8,O,16.0,2.0,375.0,0.161,4.261e-05,0.16104261,i_Si_e,i_Si_n
8,O,16.0,2.0,406.25,0.155,3.957e-05,0.15503957,i_Si_e,i_Si_n
8,O,16.0,2.0,437.5,0.15,3.696e-05,0.15003696,i_Si_e,i_Si_n
8,O,16.0,2.0,500.0,0.141,3.267e-05,0.14103267,i_Si_e,i_Si_n
8,O,16.0,2.0,562.5,0.135,2.93e-05,0.13502930000000002,i_Si_e,i_Si_n
8,O,16.0,2.0,625.0,0.13,2.658e-05,0.13002658,i_Si_e,i_Si_n
8,O,16.0,2.0,687.5,2.285637438945539e-05,2.434073958871205e-05,4.719711397816744e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,750.0,2.109111191844567e-05,2.24615924122346e-05,4.355270433068027e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,812.5,1.958787632800375e-05,2.086132477262088e-05,4.044920110062463e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,875.0,1.829178850726901e-05,1.948153481181932e-05,3.777332331908833e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,937.5,1.716236377616629e-05,1.82791377945673e-05,3.544150157073359e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1000.0,1.616907084608974e-05,1.722164070591478e-05,3.339071155200452e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1062.5,1.528844206059878e-05,1.628406737088901e-05,3.1572509431487786e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1125.0,1.450213682645034e-05,1.544689777233417e-05,2.994903459878451e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1250.0,1.315717620086706e-05,1.401488984995024e-05,2.71720660508173e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1406.25,1.180075041608434e-05,1.257061243464177e-05,2.437136285072611e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1562.5,1.070632241199729e-05,1.140525115233523e-05,2.211157356433252e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1718.75,9.80399492719661e-06,1.04444036208747e-05,2.024839854807131e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,1875.0,9.046804656506337e-06,9.63807760507608e-06,1.8684882261582418e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,2031.25,8.402007986135335e-06,8.951416418441443e-06,1.7353424404576778e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,2187.5,7.846065114218317e-06,8.359360322112903e-06,1.6205425436331222e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,2343.75,7.361610574503997e-06,7.843422023897024e-06,1.520503259840102e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,2500.0,6.935548300507319e-06,7.389659048391182e-06,1.43252073488985e-05,i_Si_e,i_Si_n
8,O,16.0,2.0,2812.5,6.220534957006289e-06,6.628132002179042e-06,1.2848666959185332e-05,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.05,4.68,0.1435,4.8235,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.05500000000000001,4.96,0.1339,5.0939,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.06,5.21,0.1256,5.3356,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.065,5.43,0.1183,5.548299999999999,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.06999999999999999,5.64,0.112,5.752,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.075,5.82,0.1063,5.9263,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.08,6.0,0.1013,6.1013,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.08499999999999999,6.15,0.09671,6.24671,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.09,6.3,0.0926,6.3926,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.1,6.56,0.08542,6.64542,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.1125,6.83,0.07801,6.90801,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.125,7.06,0.07188,7.13188,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.1375,7.26,0.06672,7.32672,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.15,7.43,0.06231,7.49231,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.1625,7.58,0.05849,7.63849,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.175,7.71,0.05516,7.76516,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.1875,7.82,0.05221,7.87221,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.2,7.93,0.04959,7.97959,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.225,8.1,0.04512,8.14512,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.25,8.24,0.04144,8.28144,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.275,8.36,0.03836,8.39836,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.3,8.46,0.03574,8.495740000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.325,8.54,0.03348,8.57348,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.35,8.61,0.03151,8.64151,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.4,8.72,0.02824,8.748240000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.45,8.8,0.02562,8.82562,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.5,8.86,0.02347,8.883469999999999,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.55,8.9,0.02168,8.92168,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.6,8.93,0.02016,8.95016,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.65,8.94,0.01886,8.95886,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.7,8.95,0.01772,8.96772,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.75,8.95,0.01672,8.966719999999999,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.8,8.94,0.01584,8.95584,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.85,8.93,0.01505,8.94505,i_Si_e,i_Si_n
10,Ne,20.0,2.0,0.9,8.91,0.01434,8.92434,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.0,8.86,0.01311,8.873109999999999,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.125,8.79,0.01186,8.80186,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.25,8.7,0.01084,8.71084,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.375,8.6,0.009994,8.609994,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.5,8.49,0.009275,8.499275,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.625,8.38,0.008659,8.388659,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.75,8.27,0.008124,8.278124,i_Si_e,i_Si_n
10,Ne,20.0,2.0,1.875,8.15,0.007656,8.157656000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,2.0,8.04,0.007241,8.047241,i_Si_e,i_Si_n
10,Ne,20.0,2.0,2.25,7.78,0.00654,7.7865400000000005,i_Si_e,i_Si_n
10,Ne,20.0,2.0,2.5,7.48,0.005969,7.485969000000001,i_Si_e,i_Si_n
10,Ne,20.0,2.0,2.75,7.22,0.005495,7.225495,i_Si_e,i_Si_n
10,Ne,20.0,2.0,3.0,6.98,0.005094,6.985094,i_Si_e,i_Si_n
10,Ne,20.0,2.0,3.25,6.75,0.004751,6.754751,i_Si_e,i_Si_n
10,Ne,20.0,2.0,3.5,6.53,0.004453,6.534453,i_Si_e,i_Si_n
