model,product,parameter,n,probability,value,source_table
ost_134_1044_2007,peak_flux,break_energy_mev,64,0.25,18.78,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,64,0.1,16.85,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,64,0.01,14.15,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,64,0.001,10.8,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.9,19.096,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.75,19.78,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.5,19.78,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.25,17.6,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.1,16.06,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.01,12.97,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,128,0.001,9.7,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.9,19.765,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.75,19.71,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.5,18.5,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.25,16.7,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.1,15.5,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.01,12,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,256,0.001,8.8,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.9,20.513,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.75,18.58,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.5,16.8,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.25,15.63,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.1,14.84,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.01,11.11,B.6
ost_134_1044_2007,peak_flux,break_energy_mev,512,0.001,7.8,B.6
ost_134_1044_2007,peak_flux,gamma1,1,0.9,,B.7
ost_134_1044_2007,peak_flux,gamma1,1,0.75,,B.7
ost_134_1044_2007,peak_flux,gamma1,1,0.5,1.65,B.7
ost_134_1044_2007,peak_flux,gamma1,1,0.25,1.601,B.7
ost_134_1044_2007,peak_flux,gamma1,1,0.1,1.459,B.7
ost_134_1044_2007,peak_flux,gamma1,1,0.01,1.349,B.7
ost_134_1044_2007,peak_flux,gamma1,1,0.001,1.394,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.9,,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.75,1.65,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.5,1.59,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.25,1.49,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.1,1.393,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.01,1.351,B.7
ost_134_1044_2007,peak_flux,gamma1,2,0.001,1.424,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.9,1.644,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.75,1.59,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.5,1.522,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.25,1.426,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.1,1.374,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.01,1.365,B.7
ost_134_1044_2007,peak_flux,gamma1,4,0.001,1.454,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.9,1.6,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.75,1.51,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.5,1.45,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.25,1.4,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.1,1.353,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.01,1.385,B.7
ost_134_1044_2007,peak_flux,gamma1,8,0.001,1.48,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.9,1.51,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.75,1.43,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.5,1.4,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.25,1.37,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.1,1.354,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.01,1.41,B.7
ost_134_1044_2007,peak_flux,gamma1,16,0.001,1.514,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.9,1.434,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.75,1.382,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.5,1.37,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.25,1.36,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.1,1.356,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.01,1.445,B.7
ost_134_1044_2007,peak_flux,gamma1,32,0.001,1.57,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.9,1.379,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.75,1.36,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.5,1.36,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.25,1.346,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.1,1.366,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.01,1.48,B.7
ost_134_1044_2007,peak_flux,gamma1,64,0.001,1.65,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.9,1.333,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.75,1.338,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.5,1.352,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.25,1.36,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.1,1.39,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.01,1.526,B.7
ost_134_1044_2007,peak_flux,gamma1,128,0.001,1.72,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.9,1.332,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.75,1.347,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.5,1.357,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.25,1.378,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.1,1.415,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.01,1.57,B.7
ost_134_1044_2007,peak_flux,gamma1,256,0.001,1.786,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.9,1.35,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.75,1.359,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.5,1.376,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.25,1.413,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.1,1.456,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.01,1.63,B.7
ost_134_1044_2007,peak_flux,gamma1,512,0.001,1.823,B.7
ost_134_1044_2007,peak_flux,gamma2,1,0.9,,B.8
ost_134_1044_2007,peak_flux,gamma2,1,0.75,,B.8
ost_134_1044_2007,peak_flux,gamma2,1,0.5,3.224,B.8
ost_134_1044_2007,peak_flux,gamma2,1,0.25,3.11,B.8
ost_134_1044_2007,peak_flux,gamma2,1,0.1,2.988,B.8
ost_134_1044_2007,peak_flux,gamma2,1,0.01,2.784,B.8
ost_134_1044_2007,peak_flux,gamma2,1,0.001,2.488,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.9,,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.75,3.198,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.5,3.14,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.25,3.04,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.1,2.92,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.01,2.692,B.8
ost_134_1044_2007,peak_flux,gamma2,2,0.001,2.451,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.9,3.18,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.75,3.12,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.5,3.07,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.25,2.963,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.1,2.84,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.01,2.584,B.8
ost_134_1044_2007,peak_flux,gamma2,4,0.001,2.4,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.9,3.13,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.75,3.05,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.5,2.989,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.25,2.882,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.1,2.76,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.01,2.49,B.8
ost_134_1044_2007,peak_flux,gamma2,8,0.001,2.38,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.9,3.08,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.75,2.97,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.5,2.907,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.25,2.85,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.1,2.68,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.01,2.43,B.8
ost_134_1044_2007,peak_flux,gamma2,16,0.001,2.357,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.9,3,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.75,2.89,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.5,2.83,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.25,2.73,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.1,2.61,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.01,2.48,B.8
ost_134_1044_2007,peak_flux,gamma2,32,0.001,2.34,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.9,2.93,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.75,2.82,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.5,2.75,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.25,2.64,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.1,2.52,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.01,2.35,B.8
ost_134_1044_2007,peak_flux,gamma2,64,0.001,2.328,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.9,2.86,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.75,2.75,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.5,2.67,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.25,2.56,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.1,2.457,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.01,2.34,B.8
ost_134_1044_2007,peak_flux,gamma2,128,0.001,2.32,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.9,2.794,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.75,2.66,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.5,2.592,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.25,2.486,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.1,2.42,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.01,2.34,B.8
ost_134_1044_2007,peak_flux,gamma2,256,0.001,2.31,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.9,2.724,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.75,2.607,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.5,2.52,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.25,2.439,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.1,2.388,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.01,2.34,B.8
ost_134_1044_2007,peak_flux,gamma2,512,0.001,2.3,B.8
