mt,product_index,incident_energy_mev,emitted_energy_mev,pdf_per_mev
5,1,70.0,6.988736,0.04456246
5,1,70.0,7.470718,0.03965998
5,1,70.0,7.9527,0.035326210000000004
5,1,70.0,8.434682,0.03148827
5,1,70.0,8.916663,0.02813452
5,1,70.0,9.398645,0.02523014
5,1,70.0,9.880628,0.02272698
5,1,70.0,10.36261,0.02059393
5,1,70.0,10.84459,0.01882057
5,1,70.0,11.32657,0.0173022
5,1,70.0,11.80856,0.0160272
5,1,70.0,12.29054,0.014976709999999999
5,1,70.0,12.77252,0.01408216
5,1,70.0,13.2545,0.01334428
5,1,70.0,13.73648,0.01271395
5,1,70.0,14.21846,0.01217837
5,1,70.0,14.70044,0.01171964
5,1,70.0,15.18243,0.011321840000000001
5,1,70.0,15.66441,0.01097587
5,1,70.0,16.14639,0.01068553
5,1,70.0,16.62837,0.01041619
5,1,70.0,17.11035,0.01017604
5,1,70.0,17.59234,0.009973103
5,1,70.0,18.07432,0.009774386999999999
5,1,70.0,18.5563,0.009594314999999999
5,1,70.0,19.03828,0.009425525
5,1,70.0,19.76126,0.009177842
5,1,70.0,20.72522,0.008977349
5,1,70.0,21.68918,0.008822656
5,1,70.0,22.65314,0.008725255000000001
5,1,70.0,23.61711,0.008660727
5,1,70.0,24.58107,0.008625413
5,1,70.0,25.54504,0.008596241000000001
5,1,70.0,26.509,0.008544704
5,1,70.0,27.47296,0.008448649999999999
5,1,70.0,28.43693,0.008308803
5,1,70.0,29.40089,0.008121587000000001
5,1,70.0,30.36485,0.007914642
5,1,70.0,31.32882,0.007708517
5,1,70.0,32.29278,0.007497523000000001
5,1,70.0,33.25674,0.007316525
5,1,70.0,34.22071,0.007192376
5,1,70.0,35.18467,0.007135121
5,1,70.0,36.14864,0.007139965999999999
5,1,70.0,37.1126,0.007177093999999999
5,1,70.0,38.07656,0.007279857
5,1,70.0,39.52251,0.007679404
5,1,70.0,41.45044,0.007913163
5,1,70.0,43.37836,0.007746047000000001
5,1,70.0,45.30629,0.007024832999999999
5,1,70.0,47.23422,0.005954302
5,1,70.0,49.16214,0.005052102
5,1,70.0,51.09007,0.005309134
5,1,70.0,53.018,0.0067587770000000005
5,1,70.0,54.94593,0.008378094
5,1,70.0,56.87386,0.004865789
5,1,70.0,58.07881,0.003874369
5,1,70.0,58.56079,0.003054156
5,1,70.0,59.04277,0.0020745159999999998
5,1,70.0,59.52475,0.000882755
5,1,70.0,60.00674,0.000852979
5,1,70.0,60.48872,0.0013921369999999999
5,1,70.0,60.9707,0.004175547
5,1,70.0,61.45268,0.012544320000000001
5,1,70.0,61.93466,0.020082480000000003
5,1,70.0,62.41664,0.01599579
5,1,70.0,62.89863,0.007412579
5,1,70.0,63.38061,0.001715684
5,1,70.0,63.86259,0.000160957
5,1,70.0,64.34457,9.44077e-06
5,1,70.0,64.82655,1.03624e-06
5,1,70.0,65.04516,0.0
5,1,80.0,0.0,1.5100900000000001e-05
5,1,80.0,0.1445945,0.000168489
5,1,80.0,0.2409909,0.000625931
5,1,80.0,0.3373873,0.001841386
5,1,80.0,0.4337836,0.003039238
5,1,80.0,0.53018,0.006871916
5,1,80.0,0.6265764,0.01339209
5,1,80.0,0.7229728000000001,0.0174865
5,1,80.0,0.8193691,0.022146080000000002
5,1,80.0,0.9157654000000001,0.024826
5,1,80.0,1.012162,0.0276197
5,1,80.0,1.108558,0.02988916
5,1,80.0,1.204954,0.03193909
5,1,80.0,1.301351,0.035397319999999996
5,1,80.0,1.397747,0.03903573
5,1,80.0,1.494144,0.04297289
5,1,80.0,1.59054,0.0472461
5,1,80.0,1.686936,0.05153158
5,1,80.0,1.783333,0.05584483
5,1,80.0,1.879729,0.06087553999999999
5,1,80.0,2.024324,0.06921869000000001
5,1,80.0,2.217116,0.07808678999999999
5,1,80.0,2.409909,0.08660525
5,1,80.0,2.602702,0.09316524
5,1,80.0,2.795494,0.09765973
5,1,80.0,2.988288,0.1003425
5,1,80.0,3.181081,0.10139659999999999
5,1,80.0,3.373874,0.1017338
5,1,80.0,3.566666,0.1008362
5,1,80.0,3.759459,0.0986237
5,1,80.0,4.096846,0.0906663
5,1,80.0,4.578828,0.08129747
5,1,80.0,5.060809,0.07249889000000001
5,1,80.0,5.542791,0.06440480999999999
5,1,80.0,6.024772,0.05734356
5,1,80.0,6.506754,0.05102144
5,1,80.0,6.988736,0.04538507
5,1,80.0,7.470718,0.040333440000000005
5,1,80.0,7.9527,0.035824129999999996
5,1,80.0,8.434682,0.0319186
5,1,80.0,8.916663,0.02844342
5,1,80.0,9.398645,0.02539538
5,1,80.0,9.880628,0.02282007
5,1,80.0,10.36261,0.02058426
5,1,80.0,10.84459,0.01870407
5,1,80.0,11.32657,0.01712261
5,1,80.0,11.80856,0.0157871
5,1,80.0,12.29054,0.0146436
5,1,80.0,12.77252,0.0136992
5,1,80.0,13.2545,0.01290438
5,1,80.0,13.73648,0.01222531
5,1,80.0,14.21846,0.01163778
5,1,80.0,14.70044,0.01115061
5,1,80.0,15.18243,0.01073922
5,1,80.0,15.66441,0.01036519
5,1,80.0,16.14639,0.01003739
5,1,80.0,16.62837,0.009759899
5,1,80.0,17.11035,0.009516719
5,1,80.0,17.59234,0.009284851
5,1,80.0,18.07432,0.009070122
5,1,80.0,18.5563,0.008886428
5,1,80.0,19.03828,0.008700916999999999
5,1,80.0,19.76126,0.008415045000000001
5,1,80.0,20.72522,0.008169197
5,1,80.0,21.68918,0.007935355
5,1,80.0,22.65314,0.007745048
5,1,80.0,23.61711,0.007557454
5,1,80.0,24.58107,0.007403548
5,1,80.0,25.54504,0.007246461
5,1,80.0,26.509,0.007117857
5,1,80.0,27.47296,0.00699916
5,1,80.0,28.43693,0.006898798
5,1,80.0,29.40089,0.006823994
5,1,80.0,30.36485,0.006775664
5,1,80.0,31.32882,0.006764169
5,1,80.0,32.29278,0.006779111
5,1,80.0,33.25674,0.006820446
5,1,80.0,34.22071,0.006864399
5,1,80.0,35.18467,0.006894104
5,1,80.0,36.14864,0.006885540999999999
5,1,80.0,37.1126,0.0068138619999999995
5,1,80.0,38.07656,0.0066811249999999996
5,1,80.0,39.52251,0.006345617
5,1,80.0,41.45044,0.0059675629999999995
5,1,80.0,43.37836,0.0057461000000000005
5,1,80.0,45.30629,0.005730513
5,1,80.0,47.23422,0.005951325
5,1,80.0,49.16214,0.006314641
5,1,80.0,51.09007,0.006500148000000001
5,1,80.0,53.018,0.006299592
5,1,80.0,54.94593,0.005582269
5,1,80.0,56.87386,0.004651818
5,1,80.0,58.80178,0.003970219
5,1,80.0,60.72971,0.004429828
5,1,80.0,62.65764,0.005607463
5,1,80.0,64.58556,0.006746586000000001
5,1,80.0,66.51349,0.003021606
5,1,80.0,67.71845,0.0026173420000000004
5,1,80.0,68.20042,0.00207254
5,1,80.0,68.68241,0.0013363709999999998
5,1,80.0,69.16439,0.000603594
5,1,80.0,69.64637,0.000920143
5,1,80.0,70.12836,0.002567358
5,1,80.0,70.61034,0.008289716
5,1,80.0,71.09231,0.01553775
5,1,80.0,71.5743,0.01430561
5,1,80.0,72.05628,0.007528045000000001
5,1,80.0,72.53826,0.0021141420000000003
5,1,80.0,73.02025,0.00024891000000000003
5,1,80.0,73.50222,1.4626600000000002e-05
5,1,80.0,73.98421,1.34828e-06
5,1,80.0,74.33733,0.0
5,1,100.0,0.0,0.000277257
5,1,100.0,0.1445945,0.000614326
5,1,100.0,0.2409909,0.000810401
5,1,100.0,0.3373873,0.0012838819999999999
5,1,100.0,0.4337836,0.002859276
5,1,100.0,0.53018,0.008588124
5,1,100.0,0.6265764,0.01135478
5,1,100.0,0.7229728000000001,0.01453224
5,1,100.0,0.8193691,0.01827042
5,1,100.0,0.9157654000000001,0.02182724
5,1,100.0,1.012162,0.02448889
5,1,100.0,1.108558,0.02740113
5,1,100.0,1.204954,0.03064073
5,1,100.0,1.301351,0.03276781
5,1,100.0,1.397747,0.03568255
5,1,100.0,1.494144,0.03916874
5,1,100.0,1.59054,0.04280914
5,1,100.0,1.686936,0.04671191
5,1,100.0,1.783333,0.05101762
5,1,100.0,1.879729,0.05642366
5,1,100.0,2.024324,0.06492336
5,1,100.0,2.217116,0.07345837
5,1,100.0,2.409909,0.08154542
5,1,100.0,2.602702,0.08819075
5,1,100.0,2.795494,0.09346797999999999
5,1,100.0,2.988288,0.0971442
5,1,100.0,3.181081,0.09916725
5,1,100.0,3.373874,0.09986152000000001
5,1,100.0,3.566666,0.09960277
5,1,100.0,3.759459,0.09792165
5,1,100.0,4.096846,0.09078604
5,1,100.0,4.578828,0.08186225
5,1,100.0,5.060809,0.07342357999999999
5,1,100.0,5.542791,0.06551851
5,1,100.0,6.024772,0.05871255
5,1,100.0,6.506754,0.05220696
5,1,100.0,6.988736,0.046561439999999996
5,1,100.0,7.470718,0.04151427
5,1,100.0,7.9527,0.0370281
5,1,100.0,8.434682,0.03286418
5,1,100.0,8.916663,0.02919683
5,1,100.0,9.398645,0.02604565
5,1,100.0,9.880628,0.0232762
5,1,100.0,10.36261,0.02090951
5,1,100.0,10.84459,0.01891067
5,1,100.0,11.32657,0.01718155
5,1,100.0,11.80856,0.01572039
5,1,100.0,12.29054,0.01450367
5,1,100.0,12.77252,0.01343036
5,1,100.0,13.2545,0.012557170000000001
5,1,100.0,13.73648,0.01179585
5,1,100.0,14.21846,0.0111319
5,1,100.0,14.70044,0.01059804
5,1,100.0,15.18243,0.01010485
5,1,100.0,15.66441,0.009708642
5,1,100.0,16.14639,0.009339908
5,1,100.0,16.62837,0.009022398999999999
5,1,100.0,17.11035,0.008749502999999999
5,1,100.0,17.59234,0.008491649
5,1,100.0,18.07432,0.008283381
5,1,100.0,18.5563,0.008073108
5,1,100.0,19.03828,0.00787182
5,1,100.0,19.76126,0.007595162
5,1,100.0,20.72522,0.00733491
5,1,100.0,21.68918,0.00712126
5,1,100.0,22.65314,0.006935416
5,1,100.0,23.61711,0.006763433
5,1,100.0,24.58107,0.006615776
5,1,100.0,25.54504,0.006470607
5,1,100.0,26.509,0.006341606
5,1,100.0,27.47296,0.006219858
5,1,100.0,28.43693,0.006103082
5,1,100.0,29.40089,0.005994361
5,1,100.0,30.36485,0.005892484
5,1,100.0,31.32882,0.005786084
5,1,100.0,32.29278,0.005680679
5,1,100.0,33.25674,0.005584123
5,1,100.0,34.22071,0.005493003
5,1,100.0,35.18467,0.0054056289999999995
5,1,100.0,36.14864,0.005311375
5,1,100.0,37.1126,0.005225432
5,1,100.0,38.07656,0.005136255
5,1,100.0,39.52251,0.004990286
5,1,100.0,41.45044,0.004847645
5,1,100.0,43.37836,0.004723504
5,1,100.0,45.30629,0.004615386
5,1,100.0,47.23422,0.004576125
5,1,100.0,49.16214,0.004641766
5,1,100.0,51.09007,0.004837284
5,1,100.0,53.018,0.005051496
5,1,100.0,54.94593,0.005087651
5,1,100.0,56.87386,0.004871096
5,1,100.0,58.80178,0.004493896000000001
5,1,100.0,60.72971,0.004167206
5,1,100.0,62.65764,0.003993316
5,1,100.0,64.58556,0.004012467
5,1,100.0,66.51349,0.004189179
5,1,100.0,68.44142,0.00438311
5,1,100.0,70.36934,0.004409828
5,1,100.0,72.29727,0.004093569
5,1,100.0,74.2252,0.003532697
5,1,100.0,76.15313,0.002884929
5,1,100.0,78.08106,0.002646333
5,1,100.0,80.00898,0.003235905
5,1,100.0,81.9369,0.0042745230000000006
5,1,100.0,83.86484,0.003510353
5,1,100.0,85.06979,0.002926718
5,1,100.0,85.55178,0.002363239
5,1,100.0,86.03375,0.001887347
5,1,100.0,86.51573,0.0014548439999999998
5,1,100.0,86.99772,0.0012092259999999999
5,1,100.0,87.4797,0.0008951110000000001
5,1,100.0,87.96168,0.0007074350000000001
5,1,100.0,88.44366,0.0009964470000000001
5,1,100.0,88.92564,0.00339316
5,1,100.0,89.40762,0.008385086
5,1,100.0,89.88961,0.01036469
5,1,100.0,90.37159,0.006882368
5,1,100.0,90.85357,0.0026384259999999997
5,1,100.0,91.33556,0.000471983
5,1,100.0,91.81754,3.58123e-05
5,1,100.0,92.29951,2.2933200000000003e-06
5,1,100.0,92.7815,2.33621e-07
5,1,100.0,92.92166,0.0
5,1,120.0,0.0,0.001274448
5,1,120.0,0.1445945,0.003413039
5,1,120.0,0.2409909,0.004597461000000001
5,1,120.0,0.3373873,0.0059898899999999995
5,1,120.0,0.4337836,0.008175027000000001
5,1,120.0,0.53018,0.01064424
5,1,120.0,0.6265764,0.012326700000000001
5,1,120.0,0.7229728000000001,0.01442851
5,1,120.0,0.8193691,0.016290930000000002
5,1,120.0,0.9157654000000001,0.01813166
5,1,120.0,1.012162,0.02026572
5,1,120.0,1.108558,0.02331594
5,1,120.0,1.204954,0.026487399999999998
5,1,120.0,1.301351,0.02976867
5,1,120.0,1.397747,0.03334796
5,1,120.0,1.494144,0.03682205
5,1,120.0,1.59054,0.04045574
5,1,120.0,1.686936,0.044275800000000004
5,1,120.0,1.783333,0.04825771
5,1,120.0,1.879729,0.05277013
5,1,120.0,2.024324,0.060263840000000006
5,1,120.0,2.217116,0.0687852
5,1,120.0,2.409909,0.07655889
5,1,120.0,2.602702,0.08329238
5,1,120.0,2.795494,0.08869395000000001
5,1,120.0,2.988288,0.09301574
5,1,120.0,3.181081,0.09553041999999999
5,1,120.0,3.373874,0.09729673
5,1,120.0,3.566666,0.09762029
5,1,120.0,3.759459,0.09674756000000001
5,1,120.0,4.096846,0.09038765
5,1,120.0,4.578828,0.08255138
5,1,120.0,5.060809,0.07420214
5,1,120.0,5.542791,0.06676638
5,1,120.0,6.024772,0.05973006
5,1,120.0,6.506754,0.05365847
5,1,120.0,6.988736,0.04784408
5,1,120.0,7.470718,0.04291751
5,1,120.0,7.9527,0.038236059999999995
5,1,120.0,8.434682,0.03410352
5,1,120.0,8.916663,0.03018607
5,1,120.0,9.398645,0.02694525
5,1,120.0,9.880628,0.02402184
5,1,120.0,10.36261,0.02161451
5,1,120.0,10.84459,0.01947498
5,1,120.0,11.32657,0.017647859999999998
5,1,120.0,11.80856,0.01606465
5,1,120.0,12.29054,0.01475927
5,1,120.0,12.77252,0.01358665
5,1,120.0,13.2545,0.01263293
5,1,120.0,13.73648,0.011777069999999999
5,1,120.0,14.21846,0.01107681
5,1,120.0,14.70044,0.01043378
5,1,120.0,15.18243,0.009913692
5,1,120.0,15.66441,0.009437468999999999
5,1,120.0,16.14639,0.009034291
5,1,120.0,16.62837,0.008669755000000001
5,1,120.0,17.11035,0.008361289999999999
5,1,120.0,17.59234,0.00808931
5,1,120.0,18.07432,0.007832156
5,1,120.0,18.5563,0.007621121
5,1,120.0,19.03828,0.007389613000000001
5,1,120.0,19.76126,0.007083165999999999
5,1,120.0,20.72522,0.006811455
5,1,120.0,21.68918,0.006584713999999999
5,1,120.0,22.65314,0.006392146
5,1,120.0,23.61711,0.006222418
5,1,120.0,24.58107,0.0060727080000000004
5,1,120.0,25.54504,0.005946724
5,1,120.0,26.509,0.005825983
5,1,120.0,27.47296,0.005713682
5,1,120.0,28.43693,0.005605373
5,1,120.0,29.40089,0.00550245
5,1,120.0,30.36485,0.005412415
5,1,120.0,31.32882,0.0053203
5,1,120.0,32.29278,0.005231309
5,1,120.0,33.25674,0.0051450509999999994
5,1,120.0,34.22071,0.00506128
5,1,120.0,35.18467,0.004979798
5,1,120.0,36.14864,0.00489901
5,1,120.0,37.1126,0.004816942
5,1,120.0,38.07656,0.0047301389999999995
5,1,120.0,39.52251,0.004600344
5,1,120.0,41.45044,0.00446195
5,1,120.0,43.37836,0.00432975
5,1,120.0,45.30629,0.0042036849999999995
5,1,120.0,47.23422,0.004080042
5,1,120.0,49.16214,0.003968948
5,1,120.0,51.09007,0.0038602629999999996
5,1,120.0,53.018,0.0037571389999999996
5,1,120.0,54.94593,0.003659501
5,1,120.0,56.87386,0.003567626
5,1,120.0,58.80178,0.003479434
5,1,120.0,60.72971,0.003404582
5,1,120.0,62.65764,0.003338573
5,1,120.0,64.58556,0.003297901
5,1,120.0,66.51349,0.003309738
5,1,120.0,68.44142,0.003411449
5,1,120.0,70.36934,0.0035766360000000002
5,1,120.0,72.29727,0.0037110059999999998
5,1,120.0,74.2252,0.003691798
5,1,120.0,76.15313,0.003496087
5,1,120.0,78.08106,0.0032542450000000002
5,1,120.0,80.00898,0.003056982
5,1,120.0,81.9369,0.002989264
5,1,120.0,83.86484,0.003014827
5,1,120.0,85.79276,0.003129435
5,1,120.0,87.72069,0.003189136
5,1,120.0,89.64862,0.0030911220000000004
5,1,120.0,91.57654,0.002770245
5,1,120.0,93.50447,0.002324338
5,1,120.0,95.43239,0.001924791
5,1,120.0,97.36033,0.0019495099999999998
5,1,120.0,99.28826,0.00240252
5,1,120.0,101.2162,0.002916184
5,1,120.0,103.1441,0.0017403870000000001
5,1,120.0,104.3491,0.0013833089999999999
5,1,120.0,104.831,0.0010771210000000001
5,1,120.0,105.313,0.000730642
5,1,120.0,105.795,0.000313963
5,1,120.0,106.277,0.000299892
5,1,120.0,106.759,0.000473397
5,1,120.0,107.241,0.001381821
5,1,120.0,107.7229,0.0040957910000000005
5,1,120.0,108.2049,0.006740275
5,1,120.0,108.6869,0.0056480440000000005
5,1,120.0,109.1689,0.0027535679999999996
5,1,120.0,109.6509,0.000696959
5,1,120.0,110.1328,7.48679e-05
5,1,120.0,110.6148,4.45904e-06
5,1,120.0,111.0968,4.29293e-07
5,1,120.0,111.506,0.0
5,1,140.0,0.0,0.0013656900000000001
5,1,140.0,0.1445945,0.002042212
5,1,140.0,0.2409909,0.00304407
5,1,140.0,0.3373873,0.003886553
5,1,140.0,0.4337836,0.006268765999999999
5,1,140.0,0.53018,0.009673184000000001
5,1,140.0,0.6265764,0.01186214
5,1,140.0,0.7229728000000001,0.01510898
5,1,140.0,0.8193691,0.01745008
5,1,140.0,0.9157654000000001,0.01976065
5,1,140.0,1.012162,0.02250719
5,1,140.0,1.108558,0.02457712
5,1,140.0,1.204954,0.02716756
5,1,140.0,1.301351,0.02984491
5,1,140.0,1.397747,0.03212443
5,1,140.0,1.494144,0.03534694
5,1,140.0,1.59054,0.03826058
5,1,140.0,1.686936,0.04150654
5,1,140.0,1.783333,0.04528347
5,1,140.0,1.879729,0.049794910000000005
5,1,140.0,2.024324,0.05696312
5,1,140.0,2.217116,0.06441422
5,1,140.0,2.409909,0.07198004999999999
5,1,140.0,2.602702,0.07806263
5,1,140.0,2.795494,0.08373566
5,1,140.0,2.988288,0.08838647000000001
5,1,140.0,3.181081,0.09109657
5,1,140.0,3.373874,0.09351457
5,1,140.0,3.566666,0.0942335
5,1,140.0,3.759459,0.09394783
5,1,140.0,4.096846,0.08976241
5,1,140.0,4.578828,0.08304666
5,1,140.0,5.060809,0.07484057000000001
5,1,140.0,5.542791,0.0676872
5,1,140.0,6.024772,0.06123763
5,1,140.0,6.506754,0.054763240000000005
5,1,140.0,6.988736,0.0494995
5,1,140.0,7.470718,0.04438833
5,1,140.0,7.9527,0.03985619
5,1,140.0,8.434682,0.0356605
5,1,140.0,8.916663,0.031736150000000005
5,1,140.0,9.398645,0.0281
5,1,140.0,9.880628,0.02514214
5,1,140.0,10.36261,0.0226003
5,1,140.0,10.84459,0.02025778
5,1,140.0,11.32657,0.01830818
5,1,140.0,11.80856,0.01669871
5,1,140.0,12.29054,0.01526108
5,1,140.0,12.77252,0.01399901
5,1,140.0,13.2545,0.012938429999999999
5,1,140.0,13.73648,0.012036050000000001
5,1,140.0,14.21846,0.0112448
5,1,140.0,14.70044,0.01055442
5,1,140.0,15.18243,0.009952306000000001
5,1,140.0,15.66441,0.00943052
5,1,140.0,16.14639,0.008975253
5,1,140.0,16.62837,0.008568777999999999
5,1,140.0,17.11035,0.008219018
5,1,140.0,17.59234,0.007890623
5,1,140.0,18.07432,0.007617366999999999
5,1,140.0,18.5563,0.007368375
5,1,140.0,19.03828,0.00711145
5,1,140.0,19.76126,0.006764306
5,1,140.0,20.72522,0.006454697
5,1,140.0,21.68918,0.0062083929999999996
5,1,140.0,22.65314,0.0059963379999999995
5,1,140.0,23.61711,0.0058225510000000005
5,1,140.0,24.58107,0.005667082
5,1,140.0,25.54504,0.0055281570000000006
5,1,140.0,26.509,0.005409993
5,1,140.0,27.47296,0.0052968550000000005
5,1,140.0,28.43693,0.005201165
5,1,140.0,29.40089,0.005103863
5,1,140.0,30.36485,0.005008963
5,1,140.0,31.32882,0.004918908
5,1,140.0,32.29278,0.004848458999999999
5,1,140.0,33.25674,0.004770287000000001
5,1,140.0,34.22071,0.004692395
5,1,140.0,35.18467,0.004613726
5,1,140.0,36.14864,0.004534888
5,1,140.0,37.1126,0.004472235
5,1,140.0,38.07656,0.004395741999999999
5,1,140.0,39.52251,0.004277845
5,1,140.0,41.45044,0.004150749
5,1,140.0,43.37836,0.004030914
5,1,140.0,45.30629,0.003918943
5,1,140.0,47.23422,0.0038044209999999997
5,1,140.0,49.16214,0.003697422
5,1,140.0,51.09007,0.003594303
5,1,140.0,53.018,0.003495339
5,1,140.0,54.94593,0.003399748
5,1,140.0,56.87386,0.003309695
5,1,140.0,58.80178,0.0032191570000000003
5,1,140.0,60.72971,0.003134367
5,1,140.0,62.65764,0.003057992
5,1,140.0,64.58556,0.002978096
5,1,140.0,66.51349,0.0029133320000000002
5,1,140.0,68.44142,0.0028460710000000004
5,1,140.0,70.36934,0.002784675
5,1,140.0,72.29727,0.00272903
5,1,140.0,74.2252,0.00267732
5,1,140.0,76.15313,0.0026314050000000003
5,1,140.0,78.08106,0.002585686
5,1,140.0,80.00898,0.0025479079999999998
5,1,140.0,81.9369,0.0025196800000000003
5,1,140.0,83.86484,0.002515607
5,1,140.0,85.79276,0.002553393
5,1,140.0,87.72069,0.002654616
5,1,140.0,89.64862,0.002774721
5,1,140.0,91.57654,0.00283825
5,1,140.0,93.50447,0.002768326
5,1,140.0,95.43239,0.002608105
5,1,140.0,97.36033,0.002430467
5,1,140.0,99.28826,0.0023087600000000004
5,1,140.0,101.2162,0.002257747
5,1,140.0,103.1441,0.002270854
5,1,140.0,105.072,0.002313675
5,1,140.0,107.0,0.002288358
5,1,140.0,108.9279,0.002134468
5,1,140.0,110.8558,0.001856168
5,1,140.0,112.7837,0.001527521
5,1,140.0,114.7117,0.0013254710000000002
5,1,140.0,116.6396,0.00148137
5,1,140.0,118.5675,0.001906774
5,1,140.0,120.4955,0.001791399
5,1,140.0,121.7004,0.001513945
5,1,140.0,122.1824,0.001237811
5,1,140.0,122.6644,0.0009758960000000001
5,1,140.0,123.1464,0.0007537780000000001
5,1,140.0,123.6283,0.000645926
5,1,140.0,124.1103,0.000488361
5,1,140.0,124.5923,0.00031647900000000004
5,1,140.0,125.0743,0.00022162
5,1,140.0,125.5563,0.000576577
5,1,140.0,126.0382,0.001903457
5,1,140.0,126.5202,0.004025671
5,1,140.0,127.0022,0.004277156
5,1,140.0,127.4842,0.0025508980000000002
5,1,140.0,127.9662,0.000855673
5,1,140.0,128.4482,0.000129839
5,1,140.0,128.9301,8.79222e-06
5,1,140.0,129.4121,6.32594e-07
5,1,140.0,129.8941,6.4829e-08
5,1,140.0,130.0903,0.0
5,1,160.0,0.0,0.001078847
5,1,160.0,0.1445945,0.002127603
5,1,160.0,0.2409909,0.003705099
5,1,160.0,0.3373873,0.0056240909999999995
5,1,160.0,0.4337836,0.007740365000000001
5,1,160.0,0.53018,0.009798026999999999
5,1,160.0,0.6265764,0.011800989999999999
5,1,160.0,0.7229728000000001,0.01403682
5,1,160.0,0.8193691,0.0162773
5,1,160.0,0.9157654000000001,0.01828162
5,1,160.0,1.012162,0.02054536
5,1,160.0,1.108558,0.0232664
5,1,160.0,1.204954,0.02576607
5,1,160.0,1.301351,0.02855671
5,1,160.0,1.397747,0.031487600000000004
5,1,160.0,1.494144,0.03453783
5,1,160.0,1.59054,0.037744
5,1,160.0,1.686936,0.04108615
5,1,160.0,1.783333,0.04494449
5,1,160.0,1.879729,0.04891029
5,1,160.0,2.024324,0.05532304
5,1,160.0,2.217116,0.06201292
5,1,160.0,2.409909,0.06838780000000001
5,1,160.0,2.602702,0.07386132
5,1,160.0,2.795494,0.07885338
5,1,160.0,2.988288,0.08320397
5,1,160.0,3.181081,0.08668519999999999
5,1,160.0,3.373874,0.08917832
5,1,160.0,3.566666,0.09042378
5,1,160.0,3.759459,0.09079582
5,1,160.0,4.096846,0.08839775
5,1,160.0,4.578828,0.0821672
5,1,160.0,5.060809,0.07560066
5,1,160.0,5.542791,0.06901256
5,1,160.0,6.024772,0.06207986000000001
5,1,160.0,6.506754,0.056202
5,1,160.0,6.988736,0.05059231
5,1,160.0,7.470718,0.045746180000000004
5,1,160.0,7.9527,0.04158364
5,1,160.0,8.434682,0.037208809999999995
5,1,160.0,8.916663,0.03300973
5,1,160.0,9.398645,0.02963818
5,1,160.0,9.880628,0.02654405
5,1,160.0,10.36261,0.02383741
5,1,160.0,10.84459,0.02131638
5,1,160.0,11.32657,0.01913966
5,1,160.0,11.80856,0.017403520000000002
5,1,160.0,12.29054,0.01596773
5,1,160.0,12.77252,0.01455642
5,1,160.0,13.2545,0.01343519
5,1,160.0,13.73648,0.012429210000000001
5,1,160.0,14.21846,0.01158027
5,1,160.0,14.70044,0.010826790000000001
5,1,160.0,15.18243,0.01014671
5,1,160.0,15.66441,0.009586334
5,1,160.0,16.14639,0.009075059000000002
5,1,160.0,16.62837,0.008610762000000001
5,1,160.0,17.11035,0.008202504
5,1,160.0,17.59234,0.007863701
5,1,160.0,18.07432,0.0075410009999999994
5,1,160.0,18.5563,0.007247267999999999
5,1,160.0,19.03828,0.006971668
5,1,160.0,19.76126,0.006573059
5,1,160.0,20.72522,0.006218145
5,1,160.0,21.68918,0.005938374
5,1,160.0,22.65314,0.005704794
5,1,160.0,23.61711,0.005501642
5,1,160.0,24.58107,0.005335917
5,1,160.0,25.54504,0.005192947
5,1,160.0,26.509,0.00506064
5,1,160.0,27.47296,0.004940802
5,1,160.0,28.43693,0.0048465900000000004
5,1,160.0,29.40089,0.004748449
5,1,160.0,30.36485,0.004654826
5,1,160.0,31.32882,0.004573789
5,1,160.0,32.29278,0.004499108
5,1,160.0,33.25674,0.004419948
5,1,160.0,34.22071,0.004351758
5,1,160.0,35.18467,0.004286191
5,1,160.0,36.14864,0.004214564
5,1,160.0,37.1126,0.004141113
5,1,160.0,38.07656,0.00408268
5,1,160.0,39.52251,0.0039755649999999995
5,1,160.0,41.45044,0.00385592
5,1,160.0,43.37836,0.0037528419999999997
5,1,160.0,45.30629,0.003646762
5,1,160.0,47.23422,0.003544084
5,1,160.0,49.16214,0.003451633
5,1,160.0,51.09007,0.003357695
5,1,160.0,53.018,0.0032673629999999997
5,1,160.0,54.94593,0.0031782499999999997
5,1,160.0,56.87386,0.003090462
5,1,160.0,58.80178,0.003012382
5,1,160.0,60.72971,0.0029343679999999997
5,1,160.0,62.65764,0.002857654
5,1,160.0,64.58556,0.002784271
5,1,160.0,66.51349,0.002720252
5,1,160.0,68.44142,0.0026538499999999997
5,1,160.0,70.36934,0.002592399
5,1,160.0,72.29727,0.002537647
5,1,160.0,74.2252,0.0024776119999999997
5,1,160.0,76.15313,0.00242855
5,1,160.0,78.08106,0.002377203
5,1,160.0,80.00898,0.002329862
5,1,160.0,81.9369,0.002288417
5,1,160.0,83.86484,0.0022427130000000003
5,1,160.0,85.79276,0.002205945
5,1,160.0,87.72069,0.002168419
5,1,160.0,89.64862,0.002133028
5,1,160.0,91.57654,0.0021031
5,1,160.0,93.50447,0.002073888
5,1,160.0,95.43239,0.002046525
5,1,160.0,97.36033,0.0020215769999999997
5,1,160.0,99.28826,0.002003163
5,1,160.0,101.2162,0.001991872
5,1,160.0,103.1441,0.002002982
5,1,160.0,105.072,0.002052753
5,1,160.0,107.0,0.0021342460000000002
