mt,product_index,incident_energy_mev,emitted_energy_mev,pdf_per_mev
5,1,40.0,14.21846,0.01791983
5,1,40.0,14.70044,0.017514730000000003
5,1,40.0,15.18243,0.01713692
5,1,40.0,15.66441,0.01678835
5,1,40.0,16.14639,0.01645935
5,1,40.0,16.62837,0.01613139
5,1,40.0,17.11035,0.01581421
5,1,40.0,17.59234,0.015497390000000002
5,1,40.0,18.07432,0.015152070000000002
5,1,40.0,18.5563,0.01476451
5,1,40.0,19.03828,0.0143736
5,1,40.0,19.76126,0.01362826
5,1,40.0,20.72522,0.01291517
5,1,40.0,21.68918,0.012302200000000001
5,1,40.0,22.65314,0.01184249
5,1,40.0,23.61711,0.011667799999999999
5,1,40.0,24.58107,0.01179808
5,1,40.0,25.54504,0.01194743
5,1,40.0,26.509,0.0120886
5,1,40.0,27.47296,0.01500367
5,1,40.0,28.43693,0.01356477
5,1,40.0,29.40089,0.009478635
5,1,40.0,30.12386,0.007875456999999999
5,1,40.0,30.60584,0.006725628
5,1,40.0,31.08783,0.004291418
5,1,40.0,31.56981,0.00135373
5,1,40.0,32.05179,0.001137247
5,1,40.0,32.53377,0.001719455
5,1,40.0,33.01575,0.004850091
5,1,40.0,33.49774,0.017408950000000003
5,1,40.0,33.97972,0.036158510000000005
5,1,40.0,34.4617,0.033773569999999996
5,1,40.0,34.94368,0.01768358
5,1,40.0,35.42566,0.004840763
5,1,40.0,35.90765,0.000507767
5,1,40.0,36.38962,2.72291e-05
5,1,40.0,36.87161,2.92646e-06
5,1,40.0,37.16866,0.0
5,1,45.0,0.0,2.0203799999999998e-05
5,1,45.0,0.1445945,2.66315e-05
5,1,45.0,0.2409909,9.06334e-05
5,1,45.0,0.3373873,0.004361768
5,1,45.0,0.4337836,0.01039912
5,1,45.0,0.53018,0.01525362
5,1,45.0,0.6265764,0.021013300000000002
5,1,45.0,0.7229728000000001,0.02705316
5,1,45.0,0.8193691,0.03146762
5,1,45.0,0.9157654000000001,0.03505737
5,1,45.0,1.012162,0.03855466
5,1,45.0,1.108558,0.04143238
5,1,45.0,1.204954,0.044876740000000005
5,1,45.0,1.301351,0.048678589999999994
5,1,45.0,1.397747,0.05271363
5,1,45.0,1.494144,0.057041360000000006
5,1,45.0,1.59054,0.06190437
5,1,45.0,1.686936,0.06695552
5,1,45.0,1.783333,0.07178893
5,1,45.0,1.879729,0.07719158000000001
5,1,45.0,2.024324,0.08646303
5,1,45.0,2.217116,0.09525859
5,1,45.0,2.409909,0.10367159999999999
5,1,45.0,2.602702,0.1077901
5,1,45.0,2.795494,0.1106881
5,1,45.0,2.988288,0.1112313
5,1,45.0,3.181081,0.1110112
5,1,45.0,3.373874,0.1092419
5,1,45.0,3.566666,0.10709629999999999
5,1,45.0,3.759459,0.1035682
5,1,45.0,4.096846,0.09404908
5,1,45.0,4.578828,0.08323907
5,1,45.0,5.060809,0.07298319
5,1,45.0,5.542791,0.06454572
5,1,45.0,6.024772,0.05748847
5,1,45.0,6.506754,0.05112408
5,1,45.0,6.988736,0.04568089
5,1,45.0,7.470718,0.04103001
5,1,45.0,7.9527,0.03692587
5,1,45.0,8.434682,0.0333595
5,1,45.0,8.916663,0.030259400000000002
5,1,45.0,9.398645,0.02761682
5,1,45.0,9.880628,0.02535395
5,1,45.0,10.36261,0.02349714
5,1,45.0,10.84459,0.02189795
5,1,45.0,11.32657,0.02057339
5,1,45.0,11.80856,0.01950141
5,1,45.0,12.29054,0.01862009
5,1,45.0,12.77252,0.017923500000000002
5,1,45.0,13.2545,0.01734024
5,1,45.0,13.73648,0.01685623
5,1,45.0,14.21846,0.016464
5,1,45.0,14.70044,0.01611833
5,1,45.0,15.18243,0.015851
5,1,45.0,15.66441,0.01562643
